ID, Nome, Preco, Minimo de noites
20165,Large 1BR Safe/Sunny Marina Del Rey | Pool,111,30
20166,Tempur-Pedic King ~ Private Suite+Driveway Parking,83,1
20167,Large Two Bedroom At Base of the Hollywood Hills,168,30
20168,Spacious 7 Bedroom Home Great for 16 Guests,430,7
20169,Relax at a Homey Hideaway in Soothing Shades of Blue,120,2
20170,@MotherShippo family Sanctuary,1121,5
20171,Nice room in Hollywood,80,1
20172,Private Room - Walking distance to SoFi/Forum!,107,1
20173,Garden Casita Retreat w/ private bathroom,80,30
20174,Brand New 3BD2BA Home Close to DTLA Alhambra,200,2
20175,Cape Cod in the Trees  in Manhattan Beach,79,30
20176,Bunk bed in 6-Bed ensuite dorm,56,1
20177,XXL Hollywood Hills Suite w/ Parking & Bathroom,239,30
20178,LUXE HOLLYWOOD GETAWAY 2BR,262,30
20179,Renovated Room 2 Big Yard Home,35,30
20180,Spacious Upper 3Bed/2Bath w/ Laundry In Unit,215,31
20181,Modern West LA Gem in Downtown Culver City,279,3
20182,Los Angeles Hill Top Home Heated Spa PanoramicView,382,2
20183,4 Capsules with Private Bathroom,396,30
20184,OCEAN LOVERS DREAM SANTA MONICA ADJACENT,390,3
20185,The Willow - Cabin & Retreat - Amazing Views,414,1
20186,Super Chill 1 Bedroom Oasis,250,30
20187,Spacious 2 bedroom 2 bathrooms in Westwood,140,30
20188,Ocean View Ranch House,823,2
20189,Premium 1-BD| 5 mins to SM Beach,178,1
20190,Burbank home close to the studios,80,1
20191,Master Bedroom with Private Bath,75,30
20192,Private Room Pacific Palisades,232,30
20193,Skyline Luxury Haven | Pool Deck | Private | Views,1422,2
20194,Exquisite Rooms and a Glorious View,196,2
20195,French-Style House W/ Fenced Backyard & Bonus Room,280,30
20196,Hollywood Blvd Sky Villa - Location! Views!,500,30
20197,B2- Near Disney&DTLA Entire 1 bedroom Unit,69,1
20198,Jackson's Skylight Studio near Sony,299,2
20199,Adorable Long Term ADU,89,30
20200,Adorable one bedroom guesthouse with free parking,77,30
20201,Xclnt 1 Br+1Ba+Washr&Dryr+2 Garage Attachd+patio,105,31
20202,Los Angeles Home w/ Private Pool Mtn & Lake View!,664,3
20203,2 Bright Q bedroom/quiet/shared bathroom,56,1
20204,The Italian cypress villa,2700,30
20205,Gameroom | Arcade+Foosball |BBQ| Bonfire | Central,303,1
20206,Single House Queen bed room close to S Pasadena,59,3
20207,No more available,100,30
20208,The Avra House/ San Vicente Village,105,30
20209,Manhattan Beach Vacation House,334,30
20210,AStandard double room/shared bathroom/free parking,59,1
20211,Spanish Bungalow in Trendy Los Feliz For Families,298,30
20212,Room in charming mid-city home,59,30
20213,NoHo 3Br Artful Abode,120,30
20214,Inglewood Beach House. Near LAX and Sofi Stadium,247,31
20215,Bedroom In Quiet House near USC/Downtown LA,71,3
20216,Hillside Hideaway Guest House,183,3
20217,10 Mins from USC Beautiful room w/shared bath #6,45,30
20218,Bright 2 bed/2 bath Brentwood condo apartment,279,51
20219,Sun-dappled Stay | Film History. Fitness Center,613,1
20220,Simplicity room,80,3
20221,RV 2BRs CSUN  Northridge Hospitl,65,31
20222,Ocean Breeze 2 Bed/ 2Bath by Pier with parking!,356,2
20223,Beautiful Private Studio in Prestigious LA Suburb,69,3
20224,Family getaway 3 BR 2 Bath home in Lomita CA.,214,2
20225,Malibu Escape to Paradise at Casa De Lupe Malibu,1495,1
20226,Clean and Modern Home (2BR/1BA) in South Pasadena,209,1
20227,Newly renovated Discounted! 1 bed/shared bath WM#5,45,30
20228,The Wolford House a Mid Century Hilltop Jewel,450,30
20229,Tranquil & Secluded Retreat in Topanga,383,2
20230,B2 New Nice room /free parking/ share bathrooms,57,1
20231,Topanga Oasis - Guesthouse Retreat,198,2
20232,Susan's Beach House,3300,4
20233,King Bed Fenced Yard Bonus Room @ Prime Location,290,30
20234,Private En-suite in Los Angeles,153,30
20235,Famous Sunset Blvd Villa With Pool Jacuzzi & View,1499,3
20236,BEAUTIFUL HOLLYWOOD HILLS HOME,225,31
20237,Venice Beach 2 bed 2 bath apt!,216,2
20238,Tranquil Sun-filled Haven+ Desk & TV,54,30
20239,The Nook and Nosh,113,2
20240,Spacious new house right in Los Angeles.,95,30
20241,Central & Comfortable 1 WeHo Apt,169,3
20242,LA Mansion with Pool Gym and Theatre,1599,30
20243,Guest,120,30
20244,King Room w/ extra storage space,68,30
20245,Calabasas/Malibu Canyon Private Bedroom + Bathroom,125,30
20246,Tiny private room #89 LA,25,30
20247,Live/Work Salon rent near Beach LAX and Sofi,81,30
20248,Beautiful 1 bed/1 bath available,73,30
20249,Northridge Home,100,30
20250,Malibu Oceanfront Haven 1 BDRM,1695,2
20251,Gorgeous 4 bedroom ocean view villa with hot tub,734,2
20252,Malibu Beachfront Condo with Private Beach Access,1099,3
20253,Sunset Hill Views: Pool Laundry 24/7 Front Desk,650,30
20254,Nicole House 301 (private bath&bedroom),85,30
20255,Casa Bonita resort experience,988,2
20256,$20 Per Night /Shared Living/DTLA,29,30
20257,Studio close to LAX,90,1
20258,Walkable Los Feliz Apartment,92,2
20259,The Bryant - Luxe Highrise w/ Parking Gym Pool,163,60
20260,3bd near So-Fi/Forum/LAX/Crypto Arena,197,3
20261,Beachfront- Centrally Located off PCH on Dry Beach,2300,2
20262,South Bay Getaway,150,2
20263,Madrid  Studio,105,30
20264,Charming old Farm House S Pasadena,93,4
20265,Beautiful relaxing area close to the sofi stadium,78,1
20266,Bright And Beautiful Artist Studio,204,4
20267,Universal Studios Close -Up. 31 nights min.,119,31
20268,Standalone Guesthouse w/loft,95,30
20269,Ocean View Malibu Home by Escondido Beach,1143,3
20270,Topanga Creative Suite + Private Trails & Creeks,123,1
20271,The Light House,120,30
20272,Garden Guest House,125,2
20273,Coast House Malibu - Serene Coastal Oasis!,1225,3
20274,Modern Beach Life - 2BDRM,119,30
20275,Private Room in Highland Park!,55,30
20276,Guesthouse in Los Angeles,155,31
20277,Luxury LAX/ BEACH guest house,98,30
20278,Central Santa Monica Modern Comfort Gem #3,180,30
20279,Italian Villa Style w/Pool and Fast Wi-Fi near BUR,120,30
20280,4Comfortable Convenient and Clean,89,1
20281,Spacious cottage room w/kitchenette & private bath,128,2
20282,Sun Valley Casita- near Burbank,73,30
20283,Cute cozy private entr studio with backyard.,83,7
20284,Sherman Oaks  pool house near to Beverly Hills,350,30
20285,Vintage 3 Beds close to downtown LA free Parking,130,1
20286,Lovely Brentwood 1Bed/1Bath Apt,115,31
20287,Los Angeles Valley Suite,96,31
20288,Standard King Near Wasserman Football Center LA,376,30
20289,Downtown LA 5 Beds Rooftop Pool,203,2
20290,Cozy Casita - Chatsworth CA,225,30
20291,Cozy Bedroom  close to the sofi stadium,75,1
20292,LUX 2bed in DTLA top amenities,175,30
20293,A Little Piece of Paradise near LAX & Beaches,69,1
20294,Room 2 in a house near Universal and Hollywood,65,30
20295,Malibu Dream Ranch with Panoramic Ocean Views,1056,2
20296,Sunny Ocean View Retreat,224,30
20297,Quiet Retreat w/ Pool & Hot Tub in the Heart of LA,375,30
20298,Beautiful California Bungalow in Eagle Rock CA,340,30
20299,Chic Fully Furnished & Stylish 2 Bedroom,212,30
20300,1BR Bungalow in Pasadena,115,30
20301,Private Ideal Studio w/ Great Location,159,2
20302,Beautiful Private room,78,2
20303,Cozy & spacious 1 bedroom w/ easy parking,120,30
20304,Separate Entrance Cottage + Bonus Bedroom Sunlit,156,30
20305,Private Bungalow Oasis,242,3
20306,VERY QUIET 6B3B House(Good Location) parkinSELF CK,292,3
20307,High Above the land in Highland Park CA,200,30
20308,Cozy 3 bedroom house with lush serene garden.,280,30
20309,Prime Location in Santa Monica,145,31
20310,Fall Special-Be A West Los Angeles Local,179,31
20311,Beautiful private room in a 2bedroom 2bathroom apt,157,30
20312,Prime Location 2bd at Melrose,250,1
20313,Comfy Room nr LAX Long Beach & Torrance Airport,62,1
20314,Oceanfront Retreat - Perfect for Family Reunions,1155,2
20315,Classic California Mid-Century Style Apartment,125,31
20316,Luxury 1BD in MDR: Pool Gym Hot tub Free Park,176,2
20317,3 Bd 3 Bath +1 office Entire House in RPV 30d min,255,30
20318,[2-3] USC DTLA Private Bedroom,37,30
20319,Luxe Hollywood Hills Hideaway,399,3
20320,3 Neece Very private all inclusive room,58,30
20321,Casita Isabel: Views Privacy & Amazing Patio,164,2
20322,Private RM /Pri Bath Separate Entra - 30 day min,40,30
20323,Luxury Modern Hollywood Hills Villa,2015,30
20324,Blueground | Westside gym & pool nr Culver City,170,31
20325,Quiet Tiny Modern Comfy home,92,1
20326,Charming Residential Home - Green Room,41,30
20327,Lux Hills Villa,700,30
20328,Cozy & Private Retreat w/ Pool (Heat optional),318,2
20329,Colorful Boho style Villa with Pool,429,2
20330,New Two Bedroom with Balcony! By 1Furnished  You,182,30
20331,Alhambra Home.  (Front house),133,3
20332,Astounding DTLA Apt with Spectacular City Views,95,30
20333,Modern home in Topanga's forest,397,6
20334,One bedroom house-No Ho Arts District,170,3
20335,New beautiful unit: view pool and private dec,153,2
20336,Beachside Bliss: Modern Lux Home,399,30
20337,Back House with a pool & huge yard,140,30
20338,1BR 1BA Apartment Hermosa Beach,200,29
20339,Metropolitan Retreat Room near Crenshaw,37,30
20340,Modern|Guesthouse|close to universal and shopping!,129,30
20341,Beautiful Oasis in the heart of Encino w/ an ADU,957,3
20342,Malibou Lake Romantic Getaway (FA),212,1
20343,PrimaryDen OnSuiteBath Office Views BEACH                                                          ,74,31
20344,Chateau in the heart of Glendale,113,2
20345,The Burberry Room.,60,30
20346,Nice Modern Home in Sherman Oaks,209,2
20347,Malibu Villa over the Ocean,1143,2
20348,Newly Built Beautiful Sherwood Forest Guesthouse,100,30
20349,Romantic retreat with outdoor tubs and spa,550,1
20350,Beautiful bedroom near Crenshaw,38,30
20351,Super Fun 8BR House with Jacuzzi,880,1
20352,Ocean views/5 minute walk to beach!,597,30
20353,Topanga Glamping,150,2
20354,South Pasadena House,110,2
20355,Mins away from LAX 2 bedroom/2Bath private house,154,1
20356,Perfect remodelled Venice Beach Cottage with spa,150,31
20357,Oceanfront oasis,329,14
20358,NEW LUXURIOUS  DTLA HIGHRISE SPECTACULAR VIEWS,229,30
20359,Charming 2BD House in Woodland Hills With Backyard,235,2
20360,Sunset Beach Villa,385,3
20361,Malibu Paradise | Theater Gym Tennis Pool View,2479,2
20362,Endless Views in Beverly Hills,2099,30
20363,LARGE 1BD/1BA APt IN WEST LA,200,30
20364,The Cottage,1920,1
20365,Escondido Escape: Beachfront Bliss & Stunning View,2623,2
20366,Balinese haven with pool 15 minutes from the beach,400,7
20367,Lovely House in Safe Residential Area near Airport,231,3
20368,Charming Getaway by the Sea,206,1
20369,Charming 1 BR Poolside Retreat - Lou2-Bur,107,2
20370,Luxury Living at Low Cost!  CENTRAL A/C & HEATING!,115,31
20371,Walking distance to Americana!,75,1
20372,Lovely Private Room & Bathroom,64,3
20373,Original 1940s Topanga Cottage,139,2
20374,Private Room at Manhattan Beach,104,30
20375,Large 3-bedroom in Santa Monica,325,2
20376,Great 5 bed 3 Bath Beach City,400,3
20377,Beautiful & Quiet 1BedRm in North Hollywood,125,30
20378,Spacious Private room with bathroom,65,30
20379,Bel Air Sanctuary,175,30
20380,10 Mins from  USC Beautiful room w/shared bath #5,50,30
20381,Montecito Heights- 1 bed 1 bath,85,30
20382,Spacious 2BR With Heated Pool & Spa,310,30
20383,Malibu Road Getaway,425,1
20384,SUITE Queen Apart South-Bay Beaches,147,1
20385,Entire Condo Prime West LA/BH CONTACT 4 SHORT STAY,155,30
20386,Beautiful Hollywood Master Bedroom w/Private bath.,78,30
20387,Live Oak Retreat,114,1
20388,Newly Renovated  Bright & Chic 3Bed/2Bath in SM,200,31
20389,Riva Virtus 65' Yacht - Lamborghini of the Ocean,4893,1
20390,Malibu Beachfront Serenity by the Sea!,535,3
20391,Luxury Townhome with Rooftop,435,30
20392,Homestay in Torrance by Bowlero,24,30
20393,LA Oasis Guesthouse,107,1
20394,Coastline Oceanview Oasis | Pool & Jacuzzi,668,2
20395,Beverly Hills Modern Villa!,1250,30
20396,Bed for rent with nice roommates,20,30
20397,3BR 3.5BA nr. Venice w. King Bed & Easy Parking,341,1
20398,Stylish Escape: Pool Free Gated Parking & WiFi,105,31
20399,Cozy Room with Private Bath,65,2
20400,Spartan Luxury Trailer Paradise Lodge Topanga,200,2
20401,Radiant in Redondo,400,2
20402,D - Entire Place 2 bedroom | Rowland Heights,128,1
20403,Charming Cape Cod Beach Home.,950,31
20404,Maison des Amis,170,31
20405,Cozy bedroom in Studio City,90,31
20406,Chic Condo in Redondo,100,30
20407,The LAX Casita,115,2
20408,Newly renovated Discounted! 1 bed/shared bath WM#1,40,30
20409,Mystique by Stay Awhile Villas,2370,2
20410,Malibu Beachfront Retreat with Deck + Sunset Views,1057,3
20411,Abbot Kinney Apartment in Venice Beach,123,2
20412,1A Redondo Free Wi-Fi LAX Disney,90,1
20413,Blueground | Woodland Hills gym & pool nr 101,192,31
20414,Sweeping Oc Vus-Cleaning Policy- Social Distancing,500,2
20415,Phenomenal  2-bedroom 2-bath Apartment City Center,105,29
20416,3B2B-Swiming pool,999,1
20417,Cozy private room #78,28,30
20418,Modern Private Guest Suite in Tranquil Topanga,129,30
20419,Newly renovated apt in Hollywood,95,30
20420,Welcoming & Cozy Private Room Near LAX & Beach,66,2
20421,Absolutely Charming 4BD/2BA Apt,300,31
20422,A Nice Craftsman FilmTV&EV Friendly,614,31
20423,Happy SkyNest,189,2
20424,The Beverly Villa,1338,2
20425,$20 DTLA Shared Living - Commuter Friendly,20,31
20426,Cozy & Comfy 1 bedroom own Entrance w/dry Parking,129,30
20427,Malibu Mountain Top Villa Retreat By Summer,380,2
20428,The Sunshine Retreat on Wedgeworth Dr E#42099,214,29
20429,LA Luxury Apt 5 beds & Free Parking,201,2
20430,Modern Malibu ocean views jacuzzi secluded,551,2
20431,Da Sid Cove,57,2
20432,Old Agoura Sun Filled Guest House,225,3
20433,Sea Land Paradise,2100,30
20434,Quiet & Peaceful Home Close to LA/Beaches/Disney,204,2
20435,Newly renovated Discounted! 1bed/shared bath WM #6,30,30
20436,Trendy Private Home Lofts near LAX/LGB/Beaches,23,30
20437,Chic Countryside Hideaway/Insta-worthy Views/Swing,185,2
20438,1Master bedroom with cal king bed /Smart TV/24hrAC,75,1
20439,Magic 2 bedroom house near Downtown Los Angeles.,115,30
20440,ADA room with access to the rooftop pool & bar,223,1
20441,Happy house & garden room studio,165,30
20442,Retreat from the City in a Boho-Chic Hillside Bolt-hole,139,2
20443,Beautiful Modern Apartment in Hollywood 2br 2ba,185,30
20444,Gorgeous Waterfront Gem - Steps from the beach,275,31
20445,Luxurious 5BR Villa in Br-Hills,2250,30
20446,Topanga Fernwood adorable guesthouse,130,5
20447,Views style space.. why Italy?,1136,3
20448,3 Bedroom Apt (Ocean Breeze 7A),153,30
20449,Casa Luxe in the heart of Hollywood (2 Bed),305,30
20450,Beautiful 1 Bedroom Bungalow by the beach in LA,104,120
20451,Safari Room in High End Hesby House NoHo Art Dist,57,30
20452,Two Bedroom House in Hollywood - central location.,200,30
20453,Oceanfront Celebrity,3900,5
20454,Blueground | Beverly Hills nr attractions,181,31
20455,Quiet private mountain retreat,125,2
20456,Panoramic Ocean Views Designer MCM House + Studio,1638,3
20457,Spacious bedroom with own bathroom & kitchen in PV,91,1
20458,Hollywood Modern & Cozy Private Hideaway,154,31
20459,Old Topanga Canyon cottage in the sky,200,3
20460,Sublime Santa Monica Studio,129,30
20461,Cozy Apt/Home~,200,10
20462,Luxury in Beverly hills 6Bed/5Bath pool&Fire place,1100,30
20463,Cozy Private Room Close to the Beach,92,3
20464,Retreat in this Private View Home in Brentwood!,350,30
20465,Cozy 1 bedroom Panorama City,50,30
20466,A Sophisticated Suite! Pet-friendly Rooftop Pool!,487,1
20467,WeHo King Bed Great Vibe Apt,196,2
20468,Califa Cottage,92,30
20469,Malibu-Palisades Beachside Retreat,242,2
20470,Modern Apartment 1bed+1bath,119,30
20471,Mid Century Modern w AMAZE view.,1950,30
20472,Hollywood's Primary Bedroom For Rent,97,1
20473,El Camino Villa,167,5
20474,Tranquil and quiet space in heart of Encino,70,30
20475,Serenity Haven: A Zen Retreat,214,30
20476,Charlie Chaplin Room Hollywood H,115,30
20477,Beautiful beach cottage ocean views,250,3
20478,Your little ZEN next to The Grove),99,1
20479,Picfair Village Modern Glam House,257,30
20480,NoHo 2BR HOUSE w/ Large Walk-In Closet & Patio p68,155,30
20481,Mid Century Resort all to yourself.,500,45
20482,Oceanfront Strand Retreat: Hermosa La Mer,200,30
20483,2+2  Beverly Hills apt. on Exclusive Oakhurst Dr,395,30
20484,Lovely 3BR N Hollywood: Near Airport & Universal,171,2
20485,Entire 1 bedroom apartment hosted by Shawn.,120,30
20486,Bird Street Family Oasis w/heated pool spa,995,30
20487,Beautiful cozy 4br house in a quiet neighborhood,489,2
20488,Beautiful cozy 1 bedroom dtla loft,185,30
20489,2923 Allesandro - 1B1B - 2024 - 751 sq ft,102,30
20490,Tranquil Oasis Huge Hot Tub - Near LAX SoFi Beach,349,31
20491,Gorgeous Hollywood Hills living! Spacious/Private,204,30
20492,Large Room | Clean | Cozy | Pool & Patio,49,30
20493,One bedroom guesthouse - walk to beach,90,30
20494,Spacious 5BR Home with Pool - SY-TOP,402,2
20495,Cozy Modern Indian in LGBT Area off Sunset Strip,119,31
20496,Newly Built 2BD Guesthouse,82,30
20497,2bed1bath Bungalow w/ laundry and parking,152,1
20498,Luxurious 3 Bedroom House in Torrance,314,21
20499,Luxury 5 bed/5 bath Encino Hills Pool Estate,560,7
20500,2.Cozy Apt for Med & Bus Prof  60 Day Minimum Stay,99,31
20501,KING Size Bed in Cozy Modern Hollywood Place,213,2
20502,Light filled mount Washington studio w work space,115,30
20503,Charming Home in Highland Park,195,30
20504,LA ArtistHouse - Dorm Style! 5,35,30
20505,Just Remodeled Unit 3bed/2bath Cloverdale #6,120,30
20506,Topanga BALI Modern,695,3
20507,Quiet Safe Centrally located,166,2
20508,Upper Santa Monica 1Bed/Bath Gem w/ Laundry & A/C,139,31
20509,Alhambra 4 bedroom lower duplex (sleeps 10),185,5
20510,Bright Cozy Apartment in Santa Monica,98,30
20511,Villa Heart like Winters. 4 Beds,1000,30
20512,Playa/Silicon Beach House,139,2
20513,Brand new studio with kitchenette and washer/dryer,115,1
20514,#224 Arts District / Little Tokyo Private Room,46,2
20515,Spacious 3BR with a Loft & 2 Baths-Stylish,208,30
20516,Private Room Close to the Beach!,73,1
20517,63rd str Private Bedroom 6 XO,39,31
20518,Private roomcleanquietWestLACulverCtyUCLASMC,95,31
20519,Bungalow Retreat in Chatsworth Nature Preserve,95,1
20520,1 bedroom Hollywood oasis,110,1
20521,Clean Breezy and Bright room in El Segundo/LAX,60,31
20522,Bright Room in Bungalow w/ Private Backyard Oasis,97,3
20523,Cozy house in Los Angeles,350,30
20524,Hollywood Hideaway Home,168,30
20525,Sunny Venice Bungalow Lush Backyard Garden,259,3
20526,Pit Stop Rv,70,5
20527,NEWLY REMODELED TOWNHOUSE IN NORTH HOLLYWOOD!,225,30
